time_window,src_mac,protocol,pkt_count,pkt_rate,byte_mean,byte_rate,iat_mean,iat_std,label
2200,22,1,9,0.45,54.0,24.3,2090.75,538.8834355803276,0
2200,22,2,1,0.05,102.0,5.1,0.0,0.0,0
2200,23,1,18,0.9,55.0,49.5,1148.0,987.3942981403122,0
2200,24,0,5,0.25,25.0,6.25,2004.0,23.607908279501007,2
2200,24,1,5,0.25,54.0,13.5,1927.75,706.3471172164575,0
2200,25,0,5,0.25,25.0,6.25,2000.0,16.000000000000018,2
2200,25,1,6,0.3,54.0,16.2,1593.8,350.6675063361303,0
2200,26,0,5,0.25,25.0,6.25,1988.5,53.922784300021696,2
2200,26,1,34,1.7,61.94117647058823,105.3,552.3333333333334,726.1523026656781,0
2200,26,2,1,0.05,102.0,5.1,0.0,0.0,0
2200,28,1,4,0.2,53.0,10.6,3666.6666666666665,6296.297827559727,0
2200,28,2,6,0.3,78.33333333333333,23.5,2323.4,2937.3708992907245,0
2200,29,1,2,0.1,53.0,5.3,10922.0,0.0,0
2200,29,2,9,0.45,72.11111111111111,32.45,2099.625,1244.017333078603,0
2200,30,1,2,0.1,53.0,5.3,9672.0,0.0,0
2200,30,2,5,0.25,74.6,18.65,1973.25,1920.4161658348953,0
2200,31,1,6,0.3,53.0,15.9,3207.8,2909.0393087753214,0
2200,31,2,7,0.35,71.0,24.85,2280.0,1721.7336611683004,0
2200,32,1,7,0.35,53.0,18.55,2368.5,2596.797546979741,0
2200,32,2,6,0.3,78.33333333333333,23.5,2806.2,2581.960727819074,0
2200,33,1,7,0.35,53.0,18.55,3102.8333333333335,2402.746296775144,0
2200,33,2,10,0.5,74.6,37.3,2164.5555555555557,1708.7126083042103,0
2200,34,1,15,0.75,54.0,40.5,1401.5714285714287,1312.6933975776508,0
2200,34,2,7,0.35,75.0,26.25,1281.1666666666667,1785.9589487630074,0
2200,35,1,18,0.9,54.0,48.6,1147.5294117647059,1144.4268826385905,0
2200,35,2,14,0.7,75.0,52.5,1212.1538461538462,1345.0246494738703,0
2200,36,1,12,0.6,55.0,33.0,1785.5454545454545,853.3122949584593,0
2200,36,2,7,0.35,74.0,25.9,2946.6666666666665,2275.4241509368458,0
2200,37,1,6,0.3,54.0,16.2,3714.0,464.25477918918614,0
2200,37,2,9,0.45,74.44444444444444,33.5,1907.625,1628.542550652489,3
2200,38,1,9,0.45,54.0,24.3,2057.625,2176.8971323882074,0
2200,38,2,17,0.85,78.05882352941177,66.35,998.3125,1844.2478762809153,3
2200,39,1,5,0.25,54.0,13.5,3710.75,527.01573347798,0
2200,39,2,16,0.8,75.125,60.1,1287.0,1765.432484447609,3
2200,41,1,2,0.1,60.5,6.05,29.0,0.0,0
2200,41,2,13,0.65,96.84615384615384,62.95,1604.1666666666667,1716.9103769341725,4
2200,42,1,2,0.1,60.5,6.05,148.0,0.0,0
2200,42,2,7,0.35,88.71428571428571,31.05,2890.5,1651.1294013492704,4
2200,43,1,2,0.1,53.0,5.3,9328.0,0.0,0
2200,43,2,11,0.55,93.54545454545455,51.45,1731.7,1730.296381163258,0
2200,44,1,4,0.2,65.0,13.0,5177.333333333333,4457.188613165628,0
2200,44,2,12,0.6,83.83333333333333,50.3,1504.2727272727273,1646.142526691361,4
2200,45,1,4,0.2,53.0,10.6,4823.0,340.7389029741101,0
2200,45,2,8,0.4,91.0,36.4,2097.1428571428573,2591.1208275294966,0
2200,46,2,8,0.4,96.875,38.75,2607.5714285714284,3086.1467267528965,4
2200,47,1,7,0.35,62.142857142857146,21.75,2854.1666666666665,4910.819622697077,0
2200,47,2,11,0.55,84.81818181818181,46.65,1721.1,1497.617697099853,4
2200,48,1,10,0.5,53.0,26.5,2085.0,799.9074946517253,0
2200,48,2,8,0.4,90.375,36.15,2505.714285714286,1105.5800459918034,0
2200,49,2,8,0.4,94.25,37.7,2630.5714285714284,3217.6476841083177,4
2200,50,1,3,0.15,54.0,8.1,4660.0,6535.0808717260725,0
2200,50,2,12,0.6,86.0,51.6,1689.6363636363637,2244.0525070829904,4
2200,51,1,13,0.65,59.53846153846154,38.7,1442.0833333333333,2564.3143495549316,0
2200,51,2,15,0.75,85.4,64.05,1306.357142857143,1471.3040582653648,4
2200,52,1,7,0.35,58.57142857142857,20.5,2612.0,4082.2084709137534,0
2200,52,2,14,0.7,84.57142857142857,59.2,1280.6923076923076,1891.5677529770282,4
2220,2,1,2,0.1,53.0,5.3,10602.0,0.0,0
2220,2,2,9,0.45,72.11111111111111,32.45,2131.75,1703.7977537590211,0
2220,3,1,5,0.25,56.2,14.05,2470.5,4874.368916417112,0
2220,3,2,10,0.5,67.6,33.8,2063.3333333333335,1141.537121604024,0
2220,4,1,1,0.05,53.0,2.65,0.0,0.0,0
2220,4,2,9,0.45,72.11111111111111,32.45,2198.375,2340.2471748269913,0
2220,5,1,3,0.15,53.0,7.95,5839.5,160.51323932934628,0
2220,5,2,12,0.6,74.83333333333333,44.9,1426.5454545454545,1176.3287264737153,0
2220,6,1,8,0.4,55.25,22.1,2010.142857142857,2231.8323883132016,0
2220,6,2,9,0.45,66.66666666666667,30.0,2172.875,1939.7733621298576,0
2220,7,1,9,0.45,59.0,26.55,1238.25,1828.9780714142764,1
2220,7,2,15,0.75,73.66666666666667,55.25,1156.7857142857142,1338.9329378605607,0
2220,8,1,13,0.65,53.0,34.45,1247.0,1214.51868506155,0
2220,8,2,9,0.45,74.44444444444444,33.5,1926.625,2081.9024224080654,0
2220,9,1,10,0.5,53.0,26.5,1913.2222222222222,902.6500952442449,0
2220,9,2,8,0.4,74.25,29.7,2100.4285714285716,1318.3100112319128,0
2220,10,1,10,0.5,54.0,27.0,2129.222222222222,957.5559745750869,0
2220,10,2,9,0.45,72.11111111111111,32.45,2301.0,1856.8892574102836,0
2220,11,1,2,0.1,61.0,6.1,8148.0,0.0,1
2220,11,2,12,0.6,85.16666666666667,51.1,1804.090909090909,1861.5949320163857,0
2220,12,1,3,0.15,53.0,7.95,5609.5,409.414826307011,1
2220,12,2,7,0.35,88.0,30.8,2738.3333333333335,1577.2806556433343,0
2220,13,1,4,0.2,53.0,10.6,4880.0,468.52001024502675,1
2220,13,2,9,0.45,85.33333333333333,38.4,2221.375,1172.4615056123832,0
2220,15,1,4,0.2,53.0,10.6,3312.3333333333335,5710.287762743077,0
2220,15,2,2,0.1,102.0,10.2,31.0,0.0,0
2220,16,1,2,0.1,53.0,5.3,9743.0,0.0,0
2220,17,1,2,0.1,53.0,5.3,9953.0,0.0,0
2220,18,1,4,0.2,53.0,10.6,5404.0,307.4345458792814,0
2220,19,1,4,0.2,53.0,10.6,5070.333333333333,814.1967411709121,0
2220,19,2,2,0.1,102.0,10.2,7.0,0.0,0
2220,20,1,4,0.2,53.0,10.6,4633.0,589.8804963719347,0
2220,21,1,15,0.75,62.0,46.5,1379.5,1014.2429347889147,0
2220,22,1,20,1.0,54.0,54.0,990.1052631578947,948.317685561404,0
2220,22,2,1,0.05,102.0,5.1,0.0,0.0,0
2220,23,1,15,0.75,55.0,41.25,1216.0,999.0115114451885,0
2220,23,2,1,0.05,102.0,5.1,0.0,0.0,0
2220,24,0,5,0.25,25.0,6.25,2004.0,19.043809142780933,2
2220,24,1,5,0.25,54.0,13.5,1904.25,442.4118556277623,0
2220,25,0,4,0.2,25.0,5.0,2002.6666666666667,18.47520861406804,2
2220,25,1,5,0.25,54.0,13.5,2103.5,813.9539299002125,0
2220,26,0,5,0.25,25.0,6.25,1996.25,19.670197423174653,2
2220,26,1,31,1.55,61.54838709677419,95.4,647.9333333333333,782.5380869141543,0
2220,28,1,2,0.1,53.0,5.3,10719.0,0.0,0
2220,28,2,8,0.4,74.25,29.7,2511.5714285714284,984.2899059970182,0
2220,29,1,4,0.2,53.0,10.6,3354.3333333333335,5762.277356508738,0
2220,29,2,15,0.75,76.46666666666667,57.35,1224.357142857143,1597.6630821846716,0
2220,30,1,3,0.15,53.0,7.95,5343.5,7524.323258606052,0
2220,30,2,13,0.65,74.92307692307692,48.7,1418.5833333333333,1484.5553640022588,0
2220,31,1,7,0.35,53.0,18.55,2290.5,2552.035403359444,0
2220,31,2,9,0.45,79.88888888888889,35.95,2158.125,2088.710773761789,0
2220,32,1,6,0.3,53.0,15.9,3055.6,2772.796656806986,0
2220,32,2,9,0.45,74.44444444444444,33.5,2278.375,2319.7979553339183,0
2220,33,1,3,0.15,53.0,7.95,5102.0,1093.1870837144024,0
2220,33,2,8,0.4,71.625,28.65,2148.5714285714284,1474.0213541129424,0
2220,34,1,17,0.85,54.0,45.9,1114.75,1251.001652010633,0
2220,34,2,9,0.45,74.44444444444444,33.5,2051.0,2016.3268584235047,0
2220,35,1,13,0.65,54.0,35.1,1538.0833333333333,1030.1091255813922,0
2220,35,2,9,0.45,79.88888888888889,35.95,2144.5,1836.0605343273098,0
2220,36,1,15,0.75,55.0,41.25,1246.642857142857,1189.9293196296517,0
2220,36,2,8,0.4,62.875,25.15,2795.714285714286,1800.311335508918,0
2220,37,1,12,0.6,54.0,32.4,1514.909090909091,2093.078376676108,0
2220,37,2,8,0.4,74.25,29.7,2222.0,2496.086403419027,3
2220,38,1,4,0.2,54.0,10.8,4519.333333333333,582.3764532785759,0
2220,38,2,8,0.4,71.625,28.65,2794.714285714286,2062.634699786151,3
2220,39,1,6,0.3,54.0,16.2,2890.6,1690.8500229174674,0
2220,39,2,7,0.35,81.0,28.35,2774.5,2386.825234490368,3
2220,41,1,3,0.15,60.666666666666664,9.1,31.5,30.405591591021544,0
2220,41,2,12,0.6,89.5,53.7,1760.6363636363637,1640.2885278344947,4
2220,42,1,2,0.1,60.0,6.0,10914.0,0.0,0
2220,42,2,18,0.9,82.38888888888889,74.15,1028.0,1282.8200867619746,4
2220,43,1,2,0.1,53.0,5.3,10211.0,0.0,0
2220,43,2,5,0.25,89.6,22.4,2426.0,2834.210178044905,0
2220,44,1,4,0.2,65.0,13.0,2737.0,4639.339069307179,0
2220,44,2,12,0.6,88.16666666666667,52.9,1620.0,2421.6935809470197,4
2220,45,1,3,0.15,53.0,7.95,5781.5,77.07463914933368,0
2220,45,2,9,0.45,95.11111111111111,42.8,1869.125,3273.977329422339,0
2220,46,1,3,0.15,61.0,9.15,5687.5,221.32442251138937,0
2220,46,2,8,0.4,91.0,36.4,2000.0,1442.387026194195,4
2220,47,1,12,0.6,62.333333333333336,37.4,1572.4545454545455,1374.9219878695928,0
2220,47,2,16,0.8,84.8125,67.85,1154.6666666666667,1388.1352170996818,4
2220,48,1,10,0.5,53.0,26.5,1863.7777777777778,601.842541238524,0
2220,48,2,9,0.45,88.77777777777777,39.95,1832.375,2334.456555756454,0
2220,49,1,12,0.6,62.0,37.2,912.6363636363636,912.6241584274737,0
2220,49,2,11,0.55,84.54545454545455,46.5,1806.4,2205.1315002360593,4
2220,50,1,43,2.15,62.44186046511628,134.25,320.1666666666667,535.4870550992449,0
2220,50,2,16,0.8,81.5625,65.25,846.6,1101.668526761631,4
2220,51,1,26,1.3,61.53846153846154,80.0,694.16,1099.4802817695277,0
2220,51,2,19,0.95,85.05263157894737,80.8,962.0,1014.4890339476322,4
2220,52,1,5,0.25,57.2,14.3,2511.5,4873.500966109134,0
2220,52,2,12,0.6,87.75,52.65,1543.3636363636363,1979.87708066573,4
2240,2,1,1,0.05,53.0,2.65,0.0,0.0,0
2240,2,2,6,0.3,66.66666666666667,20.0,2925.8,1968.940755838022,0
2240,3,1,4,0.2,53.0,10.6,3494.6666666666665,6039.950358515651,0
2240,3,2,14,0.7,70.0,49.0,1503.6153846153845,1827.0323176516583,0
2240,4,1,3,0.15,53.0,7.95,5375.0,7536.344073886224,0
2240,4,2,6,0.3,66.66666666666667,20.0,2796.4,1218.6120383452644,0
2240,5,1,7,0.35,53.0,18.55,2346.5,2548.6353014897995,0
2240,5,2,13,0.65,73.3076923076923,47.65,1473.9166666666667,1673.8012512804137,0
2240,6,1,4,0.2,53.0,10.6,4427.0,488.56217618640926,0
2240,6,2,8,0.4,71.625,28.65,2276.714285714286,2317.917938890109,0
2240,7,1,4,0.2,53.0,10.6,4997.333333333333,347.53465055060803,0
2240,7,2,15,0.75,73.66666666666667,55.25,1382.2142857142858,1794.3930698180343,0
2240,8,1,15,0.75,53.0,39.75,1279.857142857143,1214.2244031063208,0
2240,8,2,9,0.45,74.44444444444444,33.5,2096.625,1418.8088502583525,0
2240,9,1,12,0.6,54.5,32.7,1620.0,1021.869952586923,1
2240,9,2,10,0.5,74.6,37.3,2094.6666666666665,1532.624056968962,0
2240,10,1,12,0.6,54.0,32.4,1538.2727272727273,933.1694477327353,0
2240,10,2,9,0.45,74.44444444444444,33.5,1831.125,907.0595251376049,0
2240,11,1,1,0.05,61.0,3.05,0.0,0.0,1
2240,11,2,16,0.8,81.25,65.0,1102.6,1835.9209366730054,0
2240,12,1,6,0.3,53.0,15.9,3517.2,599.6342218386139,1
2240,12,2,8,0.4,93.0,37.2,2400.714285714286,2148.7482956584836,0
2240,13,1,3,0.15,53.0,7.95,6789.5,441.9417382415922,1
2240,13,2,6,0.3,86.5,25.95,2763.2,2147.458660836106,0
2240,15,1,2,0.1,53.0,5.3,9188.0,0.0,0
2240,16,1,6,0.3,53.0,15.9,1942.2,4307.6839136594035,0
2240,17,1,2,0.1,53.0,5.3,9399.0,0.0,0
2240,17,2,1,0.05,102.0,5.1,0.0,0.0,0
2240,18,1,4,0.2,53.0,10.6,4895.666666666667,348.3924989624967,0
2240,18,2,1,0.05,102.0,5.1,0.0,0.0,0
2240,19,1,7,0.35,53.0,18.55,2339.8333333333335,2574.5763470261795,0
2240,20,1,4,0.2,53.0,10.6,4968.666666666667,100.06164766449388,0
2240,20,2,1,0.05,102.0,5.1,0.0,0.0,0
2240,21,1,14,0.7,62.0,43.4,1315.5384615384614,1096.2739632792993,0
2240,22,1,13,0.65,54.0,35.1,1399.0833333333333,1129.531315380075,0
2240,23,1,17,0.85,55.0,46.75,1236.875,1052.9949588356694,0
2240,24,0,10,0.5,25.0,12.5,1996.5555555555557,22.572721984239685,2
2240,24,2,1,0.05,102.0,5.1,0.0,0.0,0
2240,25,0,10,0.5,25.0,12.5,2000.0,24.556058315617392,2
2240,25,2,1,0.05,102.0,5.1,0.0,0.0,0
2240,26,0,10,0.5,25.0,12.5,2000.7777777777778,24.488659506891036,2
2240,26,1,22,1.1,63.0,69.3,818.4285714285714,1003.3817604196605,0
2240,28,1,2,0.1,53.0,5.3,9539.0,0.0,0
2240,28,2,7,0.35,71.0,24.85,1885.5,933.1286620825662,0
2240,29,1,2,0.1,53.0,5.3,10172.0,0.0,0
2240,29,2,8,0.4,71.625,28.65,2084.8571428571427,2329.894019662084,0
2240,30,1,2,0.1,53.0,5.3,9311.0,0.0,0
2240,30,2,7,0.35,71.0,24.85,2450.5,2162.8372800559914,0
2240,31,1,5,0.25,53.0,13.25,3439.25,2305.9245976397406,0
2240,31,2,10,0.5,72.5,36.25,1662.4444444444443,1428.7573369112677,0
2240,32,1,8,0.4,53.0,21.2,2131.5714285714284,2696.229209911678,0
2240,32,2,9,0.45,72.11111111111111,32.45,2196.25,2011.1670918719237,0
2240,33,1,5,0.25,53.0,13.25,4090.0,2744.3097492812285,0
2240,33,2,9,0.45,66.66666666666667,30.0,2106.875,1727.9589477183767,0
2240,34,1,15,0.75,54.0,40.5,1318.642857142857,962.9167714767506,0
2240,34,2,7,0.35,71.0,24.85,1950.5,1602.226170052156,0
2240,35,1,14,0.7,54.0,37.8,1362.3846153846155,1133.5141183109527,0
2240,35,2,11,0.55,68.36363636363636,37.6,1485.1,1602.8658674040348,0
2240,36,1,15,0.75,55.0,41.25,1330.357142857143,1125.5122325920254,0
2240,36,2,9,0.45,74.44444444444444,33.5,2202.125,1494.6164761283364,0
2240,37,1,4,0.2,54.0,10.8,3824.6666666666665,934.6701735549998,0
2240,37,2,7,0.35,71.0,24.85,2609.3333333333335,1772.2470106242713,3
2240,38,1,13,0.65,54.0,35.1,1366.1666666666667,1984.0317919618,0
2240,38,2,8,0.4,71.625,28.65,1879.4285714285713,1115.192039836317,3
2240,39,1,5,0.25,54.0,13.5,4531.25,727.2360345857456,0
2240,39,2,8,0.4,71.625,28.65,2256.4285714285716,1786.30249931181,3
2240,41,1,1,0.05,70.0,3.5,0.0,0.0,0
2240,41,2,18,0.9,81.38888888888889,73.25,936.5294117647059,1085.4116798274663,4
2240,42,2,15,0.75,85.6,64.2,1105.2142857142858,1573.5959396613482,4
2240,43,1,2,0.1,53.0,5.3,10157.0,0.0,0
2240,43,2,13,0.65,96.84615384615384,62.95,1591.1666666666667,1814.5101935299901,0
2240,44,1,12,0.6,61.083333333333336,36.65,1240.0,2066.084122198319,0
2240,44,2,15,0.75,81.93333333333334,61.45,1337.0714285714287,1687.8123512307384,4
2240,45,1,4,0.2,53.0,10.6,4864.666666666667,321.98498929815565,0
2240,45,2,11,0.55,91.18181818181819,50.15,1794.5,2739.3927246745766,0
2240,46,1,2,0.1,61.0,6.1,9680.0,0.0,0
2240,46,2,13,0.65,84.84615384615384,55.15,1480.5,1430.8175984380398,4
2240,47,1,4,0.2,61.0,12.2,2255.0,1758.0455056681553,0
2240,47,2,10,0.5,92.2,46.1,1742.5555555555557,1239.672851109428,4
2240,48,1,10,0.5,53.0,26.5,1923.6666666666667,834.6803280298393,0
2240,48,2,8,0.4,91.0,36.4,2524.5714285714284,2127.2052758759055,0
2240,49,1,6,0.3,62.0,18.6,3653.2,3160.3086399907206,0
2240,49,2,11,0.55,86.27272727272727,47.45,1595.3,1048.9044072533757,4
2240,50,1,28,1.4,62.17857142857143,87.05,688.5925925925926,1411.3554385020002,0
2240,50,2,13,0.65,84.84615384615384,55.15,1480.5,1685.1097347596738,4
2240,51,1,15,0.75,59.333333333333336,44.5,1153.5,2639.1906029049014,0
2240,51,2,13,0.65,84.84615384615384,55.15,948.5833333333334,1175.985966083032,4
2240,52,1,15,0.75,60.4,45.3,785.7142857142857,1606.3121369518071,0
2240,52,2,29,1.45,79.24137931034483,114.9,656.3214285714286,1222.98205836364,4
2260,2,1,5,0.25,53.0,13.25,2657.75,5274.867099431669,0
2260,2,2,11,0.55,74.72727272727273,41.1,1785.9,1269.1983865591874,0
2260,3,1,2,0.1,53.0,5.3,10617.0,0.0,0
2260,3,2,9,0.45,74.44444444444444,33.5,2156.25,2412.0383644188937,0
2260,4,1,3,0.15,53.0,7.95,4988.0,6987.629211685463,0
2260,4,2,13,0.65,74.92307692307692,48.7,1398.9166666666667,2042.4421415342838,0
2260,5,1,4,0.2,53.0,10.6,5124.666666666667,918.5806079671687,0
2260,5,2,7,0.35,78.0,27.3,2790.3333333333335,2159.17879451116,0
2260,6,1,6,0.3,53.0,15.9,3193.8,2923.4231134066104,0
2260,6,2,9,0.45,66.66666666666667,30.0,1979.5,1131.4092350440035,0
2260,7,1,7,0.35,53.0,18.55,2447.8333333333335,2645.277710688741,0
2260,7,2,10,0.5,67.6,33.8,1925.3333333333333,1349.8048007026794,0
2260,8,1,13,0.65,53.0,34.45,1464.9166666666667,963.0147226603578,0
2260,8,2,9,0.45,64.33333333333333,28.95,2049.75,2179.3995732770068,0
2260,9,1,20,1.0,55.25,55.25,904.8947368421053,942.3875055020179,1
2260,9,2,19,0.95,74.15789473684211,70.45,960.5,1173.810850079648,0
2260,10,1,9,0.45,54.0,24.3,2252.875,615.5876257690695,0
2260,10,2,10,0.5,67.6,33.8,2105.222222222222,1550.6497652417984,0
2260,11,1,2,0.1,61.0,6.1,7297.0,0.0,1
2260,11,2,15,0.75,80.2,60.15,1240.5,2007.9378916996106,0
2260,12,1,19,0.95,53.0,50.35,1053.0,626.3446711346904,1
2260,12,2,5,0.25,88.6,22.15,2910.25,1938.805882495718,0
2260,13,1,2,0.1,53.0,5.3,8546.0,0.0,1
2260,13,2,6,0.3,86.5,25.95,3832.8,1486.1755279912263,0
2260,15,1,2,0.1,53.0,5.3,10383.0,0.0,0
2260,15,2,1,0.05,102.0,5.1,0.0,0.0,0
2260,16,1,2,0.1,53.0,5.3,10164.0,0.0,0
2260,16,2,1,0.05,102.0,5.1,0.0,0.0,0
2260,17,1,2,0.1,53.0,5.3,9039.0,0.0,0
2260,18,1,8,0.4,53.0,21.2,2479.8571428571427,2312.630351538512,0
2260,19,1,5,0.25,53.0,13.25,3763.5,2549.7650218533213,0
2260,19,2,1,0.05,102.0,5.1,0.0,0.0,0
2260,20,1,5,0.25,53.0,13.25,3693.25,2490.91045938361,0
2260,21,1,16,0.8,62.0,49.6,1152.0666666666666,1039.3426127445496,0
2260,22,1,19,0.95,54.0,51.3,973.1111111111111,1011.5258648019826,0
2260,23,1,17,0.85,55.0,46.75,1113.75,1016.8992411574839,0
2260,23,2,1,0.05,102.0,5.1,0.0,0.0,0
2260,24,0,10,0.5,25.0,12.5,1999.111111111111,20.98478284641308,2
2260,25,0,10,0.5,25.0,12.5,1995.7777777777778,13.460848578170856,2
2260,26,0,10,0.5,25.0,12.5,2002.5555555555557,21.98926505769979,2
2260,26,1,25,1.25,63.0,78.75,721.4583333333334,917.4643686561475,0
2260,26,2,1,0.05,102.0,5.1,0.0,0.0,0
2260,28,1,3,0.15,53.0,7.95,5062.5,7149.556664577182,0
2260,28,2,11,0.55,76.63636363636364,42.15,1869.5,1606.1464752630752,0
2260,29,1,3,0.15,53.0,7.95,4918.0,6916.918533566808,0
2260,29,2,11,0.55,77.27272727272727,42.5,1466.4,1467.762257466939,0
2260,30,1,5,0.25,53.0,13.25,2505.75,4942.179638917765,0
2260,30,2,12,0.6,70.75,42.45,1691.0,1993.9622363525343,0
2260,31,1,4,0.2,53.0,10.6,5416.666666666667,601.0410413052783,0
2260,31,2,15,0.75,73.66666666666667,55.25,1383.4285714285713,1916.0821290525948,0
2260,32,1,8,0.4,53.0,21.2,2103.8571428571427,2596.375449774257,0
2260,32,2,12,0.6,72.5,43.5,1551.6363636363637,1485.0898472972788,0
2260,33,1,8,0.4,53.0,21.2,2099.285714285714,2635.650312812489,0
2260,33,2,11,0.55,81.0909090909091,44.6,1891.4,1776.2204067438627,0
2260,34,1,14,0.7,54.0,37.8,1416.076923076923,939.2683732155986,0
2260,34,2,14,0.7,70.0,49.0,1201.4615384615386,1562.1388444151721,0
2260,35,1,14,0.7,54.0,37.8,1462.076923076923,1068.6111283295452,0
2260,35,2,8,0.4,71.625,28.65,2479.8571428571427,2211.1613410582404,0
2260,36,1,12,0.6,55.0,33.0,1564.7272727272727,1004.8206895669585,0
2260,36,2,15,0.75,75.06666666666666,56.3,1067.5714285714287,1686.2295999466573,0
2260,37,1,6,0.3,54.0,16.2,3711.0,633.009083663102,0
2260,37,2,9,0.45,72.11111111111111,32.45,2047.75,1815.65853853951,3
2260,38,1,11,0.55,54.0,29.7,1929.6,2002.5833981801275,0
2260,38,2,9,0.45,74.44444444444444,33.5,1855.5,1305.2816882628383,3
2260,39,1,11,0.55,54.0,29.7,1381.2,2162.1638749692916,0
2260,39,2,10,0.5,69.7,34.85,2138.8888888888887,1691.6561740232887,3
2260,41,1,1,0.05,60.0,3.0,0.0,0.0,0
2260,41,2,10,0.5,93.2,46.6,1937.4444444444443,2160.580079001419,4
2260,42,2,7,0.35,99.14285714285714,34.7,2807.3333333333335,2989.302973381364,4
2260,43,1,3,0.15,53.0,7.95,4605.5,6501.846853010305,0
2260,43,2,7,0.35,89.42857142857143,31.3,2152.3333333333335,2043.0369224922654,0
2260,44,1,5,0.25,62.6,15.65,2611.25,1911.5524885983818,0
2260,44,2,9,0.45,83.33333333333333,37.5,2232.375,3040.142052014769,4
2260,45,1,6,0.3,53.0,15.9,3164.0,2860.121675733394,0
2260,45,2,6,0.3,91.66666666666667,27.5,2908.8,4613.528010102464,0
2260,46,1,1,0.05,61.0,3.05,0.0,0.0,0
2260,46,2,8,0.4,84.25,33.7,2193.1428571428573,1821.484964579855,4
2260,47,1,2,0.1,61.0,6.1,23.0,0.0,0
2260,47,2,5,0.25,79.8,19.95,2974.75,2995.2503929833088,4
2260,48,1,13,0.65,53.0,34.45,1482.4166666666667,778.3045043651948,0
2260,48,2,7,0.35,93.14285714285714,32.6,2623.8333333333335,2381.121451473374,0
2260,49,1,11,0.55,63.45454545454545,34.9,688.2,843.3733587339729,0
2260,49,2,6,0.3,87.33333333333333,26.2,2856.4,2709.5411604181254,4
2260,50,1,25,1.25,62.52,78.15,614.875,1564.7815047503263,0
2260,50,2,8,0.4,87.75,35.1,1942.0,2595.2601667912472,4
2260,51,1,6,0.3,56.666666666666664,17.0,2389.2,4171.686912988557,0
2260,51,2,9,0.45,91.11111111111111,41.0,2207.0,1471.2466045597425,4
2260,52,1,12,0.6,61.75,37.05,1009.9090909090909,1281.855409517427,0
2260,52,2,9,0.45,88.22222222222223,39.7,2315.875,2438.214126158734,4
2280,2,1,2,0.1,53.0,5.3,9360.0,0.0,0
2280,2,2,7,0.35,78.0,27.3,2794.3333333333335,1315.8168058915599,0
2280,3,1,2,0.1,53.0,5.3,9351.0,0.0,0
2280,3,2,7,0.35,68.0,23.8,2187.5,1548.7079453531578,0
2280,4,1,4,0.2,53.0,10.6,6242.0,5385.867710963573,0
2280,4,2,9,0.45,72.11111111111111,32.45,1756.75,2324.5503251781224,0
2280,5,1,5,0.25,53.0,13.25,3611.25,2457.9723859311357,0
2280,5,2,10,0.5,67.6,33.8,2072.8888888888887,2383.3748889151098,0
2280,6,1,6,0.3,53.0,15.9,2773.4,2463.3746771451556,0
2280,6,2,13,0.65,73.3076923076923,47.65,1407.5,1255.1610182833842,0
2280,7,1,12,0.6,53.0,31.8,1622.5454545454545,2220.5902081940453,0
2280,7,2,13,0.65,74.92307692307692,48.7,1454.4166666666667,1744.2646514340718,0
2280,8,1,9,0.45,53.0,23.85,2327.625,647.770889281079,0
2280,8,2,9,0.45,72.11111111111111,32.45,2132.75,2179.807445624498,0
2280,9,1,13,0.65,53.0,34.45,1517.5,1021.7860921845718,0
2280,9,2,8,0.4,71.625,28.65,2442.4285714285716,1388.1303801808217,0
2280,10,1,20,1.0,55.6,55.6,1030.842105263158,850.9310105968178,1
2280,10,2,13,0.65,73.3076923076923,47.65,1095.0,1036.071601597285,0
2280,11,1,2,0.1,61.0,6.1,8109.0,0.0,1
2280,11,2,7,0.35,91.71428571428571,32.1,2974.0,1647.8393125544737,0
2280,12,1,45,2.25,53.0,119.25,417.20454545454544,419.0020025231302,1
2280,12,2,6,0.3,90.0,27.0,3436.2,2206.66347683556,0
2280,13,1,4,0.2,53.0,10.6,5138.0,4424.559074077326,1
2280,13,2,7,0.35,91.71428571428571,32.1,3064.1666666666665,2386.941341270595,0
2280,15,1,3,0.15,53.0,7.95,4972.5,6999.6500269656335,0
2280,16,1,2,0.1,53.0,5.3,10641.0,0.0,0
2280,17,1,2,0.1,53.0,5.3,9867.0,0.0,0
2280,18,1,5,0.25,53.0,13.25,3879.0,2572.975061415611,0
2280,19,1,8,0.4,53.0,21.2,2455.4285714285716,2247.0222411851987,0
2280,20,1,6,0.3,53.0,15.9,2867.2,2696.8112095584293,0
2280,21,1,12,0.6,62.0,37.2,1584.909090909091,1261.360333492809,0
2280,22,1,13,0.65,54.0,35.1,1537.0833333333333,838.0757677109167,0
2280,23,1,13,0.65,55.0,35.75,1634.75,968.6418913284537,0
2280,24,0,5,0.25,25.0,6.25,2009.75,13.326039671760443,2
2280,24,1,5,0.25,54.0,13.5,2363.25,704.224100221892,0
2280,24,2,1,0.05,102.0,5.1,0.0,0.0,0
2280,25,0,5,0.25,25.0,6.25,1992.0,17.281975195754296,2
2280,25,1,6,0.3,54.0,16.2,1699.8,666.8160915874781,0
2280,26,0,5,0.25,25.0,6.25,2004.0,55.10595854049421,2
2280,26,1,22,1.1,61.36363636363637,67.5,919.2380952380952,944.8588203939203,0
