frame_number,timestamp_ms,frame_len,is_udp,is_rpl,is_ack,mac_src,mac_dst,mac_seq_number,mac_pan_id,mac_fcf,mac_frame_type,mac_security,mac_pending,mac_ack_req,mac_pan_id_comp,mac_dst_mode,mac_src_mode,mac_version,ip_src,ip_dst,udp_src_port,udp_dst_port,udp_len,payload_size,payload_hex,rpl_type,rpl_code,rpl_rank,rpl_version,rpl_instance_id,rpl_mop,rpl_dtsn,rpl_flags,rpl_dao_sequence,rpl_dodagid,label
74546,4521092,5,0,0,1,0,0,105,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74547,4521113,54,1,0,0,21,14,105,43981.0,56417,1,0,0,1,1,3,3,1,21,14,6001.0,9001.0,21.0,13.0,69643d38207365713d32323334,,,,,,,,,,0,0
74548,4521118,54,1,0,0,21,14,105,43981.0,56417,1,0,0,1,1,3,3,1,21,14,6001.0,9001.0,21.0,13.0,69643d38207365713d32323334,,,,,,,,,,0,0
74549,4521120,5,0,0,1,0,0,105,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74550,4521125,54,1,0,0,14,21,38,43981.0,56433,1,0,1,1,1,3,3,1,14,21,9001.0,6001.0,21.0,13.0,69643d38207365713d32323334,,,,,,,,,,0,0
74551,4521128,5,0,0,1,0,0,38,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74552,4521166,25,0,0,0,26,255,147,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
74553,4521236,53,1,0,0,19,14,27,43981.0,56417,1,0,0,1,1,3,3,1,19,14,6001.0,9001.0,20.0,12.0,69643d36207365713d383939,,,,,,,,,,0,0
74554,4521239,5,0,0,1,0,0,27,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74555,4521297,53,1,0,0,14,19,39,43981.0,56433,1,0,1,1,1,3,3,1,14,19,9001.0,6001.0,20.0,12.0,69643d36207365713d383939,,,,,,,,,,0,0
74556,4521299,5,0,0,1,0,0,39,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74557,4521760,25,0,0,0,25,255,106,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
74558,4521921,54,1,0,0,22,14,88,43981.0,56417,1,0,0,1,1,3,3,1,22,14,6001.0,9001.0,21.0,13.0,69643d39207365713d32323430,,,,,,,,,,0,0
74559,4521923,5,0,0,1,0,0,88,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74560,4521977,54,1,0,0,14,22,40,43981.0,56433,1,0,1,1,1,3,3,1,14,22,9001.0,6001.0,21.0,13.0,69643d39207365713d32323430,,,,,,,,,,0,0
74561,4521979,5,0,0,1,0,0,40,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74562,4522457,54,1,0,0,21,14,106,43981.0,56417,1,0,0,1,1,3,3,1,21,14,6001.0,9001.0,21.0,13.0,69643d38207365713d32323335,,,,,,,,,,0,0
74563,4522459,5,0,0,1,0,0,106,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74564,4522493,54,1,0,0,14,21,41,43981.0,56433,1,0,1,1,1,3,3,1,14,21,9001.0,6001.0,21.0,13.0,69643d38207365713d32323335,,,,,,,,,,0,0
74565,4522495,5,0,0,1,0,0,41,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74566,4522519,55,1,0,0,23,14,87,43981.0,56417,1,0,0,1,1,3,3,1,23,14,6001.0,9001.0,22.0,14.0,69643d3130207365713d32323338,,,,,,,,,,0,0
74567,4522521,5,0,0,1,0,0,87,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74568,4522579,55,1,0,0,14,23,42,43981.0,56433,1,0,1,1,1,3,3,1,14,23,9001.0,6001.0,22.0,14.0,69643d3130207365713d32323338,,,,,,,,,,0,0
74569,4522581,5,0,0,1,0,0,42,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74570,4522594,55,1,0,0,14,23,42,43981.0,56433,1,0,1,1,1,3,3,1,14,23,9001.0,6001.0,22.0,14.0,69643d3130207365713d32323338,,,,,,,,,,0,0
74571,4522596,5,0,0,1,0,0,42,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74572,4522637,25,0,0,0,24,255,103,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
74573,4522642,55,1,0,0,14,23,42,43981.0,56433,1,0,1,1,1,3,3,1,14,23,9001.0,6001.0,22.0,14.0,69643d3130207365713d32323338,,,,,,,,,,0,0
74574,4522645,5,0,0,1,0,0,42,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74575,4522982,53,1,0,0,18,14,33,43981.0,56417,1,0,0,1,1,3,3,1,18,14,6001.0,9001.0,20.0,12.0,69643d35207365713d383939,,,,,,,,,,0,0
74576,4523029,53,1,0,0,18,14,33,43981.0,56417,1,0,0,1,1,3,3,1,18,14,6001.0,9001.0,20.0,12.0,69643d35207365713d383939,,,,,,,,,,0,0
74577,4523031,5,0,0,1,0,0,33,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74578,4523102,53,1,0,0,14,18,43,43981.0,56433,1,0,1,1,1,3,3,1,14,18,9001.0,6001.0,20.0,12.0,69643d35207365713d383939,,,,,,,,,,0,0
74579,4523104,5,0,0,1,0,0,43,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74580,4523205,25,0,0,0,26,255,148,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
74581,4523356,53,1,0,0,20,14,34,43981.0,56417,1,0,0,1,1,3,3,1,20,14,6001.0,9001.0,20.0,12.0,69643d37207365713d393033,,,,,,,,,,0,0
74582,4523358,5,0,0,1,0,0,34,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74583,4523399,53,1,0,0,14,20,44,43981.0,56433,1,0,1,1,1,3,3,1,14,20,9001.0,6001.0,20.0,12.0,69643d37207365713d393033,,,,,,,,,,0,0
74584,4523401,5,0,0,1,0,0,44,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74585,4523730,55,1,0,0,23,14,88,43981.0,56417,1,0,0,1,1,3,3,1,23,14,6001.0,9001.0,22.0,14.0,69643d3130207365713d32323339,,,,,,,,,,0,0
74586,4523732,5,0,0,1,0,0,88,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74587,4523752,25,0,0,0,25,255,107,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
74588,4523789,55,1,0,0,14,23,45,43981.0,56433,1,0,1,1,1,3,3,1,14,23,9001.0,6001.0,22.0,14.0,69643d3130207365713d32323339,,,,,,,,,,0,0
74589,4523792,5,0,0,1,0,0,45,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74590,4523840,54,1,0,0,21,14,107,43981.0,56417,1,0,0,1,1,3,3,1,21,14,6001.0,9001.0,21.0,13.0,69643d38207365713d32323336,,,,,,,,,,0,0
74591,4523842,5,0,0,1,0,0,107,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74592,4523891,54,1,0,0,14,21,46,43981.0,56433,1,0,1,1,1,3,3,1,14,21,9001.0,6001.0,21.0,13.0,69643d38207365713d32323336,,,,,,,,,,0,0
74593,4523893,5,0,0,1,0,0,46,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74594,4524614,25,0,0,0,24,255,104,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
74595,4524671,54,1,0,0,22,14,89,43981.0,56417,1,0,0,1,1,3,3,1,22,14,6001.0,9001.0,21.0,13.0,69643d39207365713d32323431,,,,,,,,,,0,0
74596,4524702,54,1,0,0,22,14,89,43981.0,56417,1,0,0,1,1,3,3,1,22,14,6001.0,9001.0,21.0,13.0,69643d39207365713d32323431,,,,,,,,,,0,0
74597,4524704,5,0,0,1,0,0,89,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74598,4524735,54,1,0,0,14,22,47,43981.0,56433,1,0,1,1,1,3,3,1,14,22,9001.0,6001.0,21.0,13.0,69643d39207365713d32323431,,,,,,,,,,0,0
74599,4524737,5,0,0,1,0,0,47,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74600,4525166,25,0,0,0,26,255,149,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
74601,4525299,102,0,1,0,25,15,108,43981.0,56433,1,0,1,1,1,3,3,1,25,15,,,,,,155.0,1.0,263.0,240.0,30.0,16.0,246.0,0.0,,0,0
74602,4525303,5,0,0,1,0,0,108,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74603,4525451,53,1,0,0,17,14,95,43981.0,56417,1,0,0,1,1,3,3,1,17,14,6001.0,9001.0,20.0,12.0,69643d34207365713d343531,,,,,,,,,,0,0
74604,4525453,5,0,0,1,0,0,95,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74605,4525524,53,1,0,0,14,17,48,43981.0,56433,1,0,1,1,1,3,3,1,14,17,9001.0,6001.0,20.0,12.0,69643d34207365713d343531,,,,,,,,,,0,0
74606,4525526,5,0,0,1,0,0,48,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74607,4525752,25,0,0,0,25,255,109,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
74608,4525971,53,1,0,0,19,14,28,43981.0,56417,1,0,0,1,1,3,3,1,19,14,6001.0,9001.0,20.0,12.0,69643d36207365713d393030,,,,,,,,,,0,0
74609,4525973,5,0,0,1,0,0,28,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74610,4526024,53,1,0,0,14,19,49,43981.0,56433,1,0,1,1,1,3,3,1,14,19,9001.0,6001.0,20.0,12.0,69643d36207365713d393030,,,,,,,,,,0,0
74611,4526063,53,1,0,0,14,19,49,43981.0,56433,1,0,1,1,1,3,3,1,14,19,9001.0,6001.0,20.0,12.0,69643d36207365713d393030,,,,,,,,,,0,0
74612,4526065,5,0,0,1,0,0,49,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74613,4526184,55,1,0,0,23,14,89,43981.0,56417,1,0,0,1,1,3,3,1,23,14,6001.0,9001.0,22.0,14.0,69643d3130207365713d32323430,,,,,,,,,,0,0
74614,4526230,55,1,0,0,23,14,89,43981.0,56417,1,0,0,1,1,3,3,1,23,14,6001.0,9001.0,22.0,14.0,69643d3130207365713d32323430,,,,,,,,,,0,0
74615,4526232,5,0,0,1,0,0,89,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74616,4526272,102,0,1,0,17,20,96,43981.0,56417,1,0,0,1,1,3,3,1,17,20,,,,,,155.0,1.0,266.0,240.0,30.0,16.0,245.0,0.0,,0,0
74617,4526276,5,0,0,1,0,0,96,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74618,4526284,53,1,0,0,16,14,99,43981.0,56417,1,0,0,1,1,3,3,1,16,14,6001.0,9001.0,20.0,12.0,69643d33207365713d343531,,,,,,,,,,0,0
74619,4526286,5,0,0,1,0,0,99,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74620,4526315,55,1,0,0,14,23,50,43981.0,56433,1,0,1,1,1,3,3,1,14,23,9001.0,6001.0,22.0,14.0,69643d3130207365713d32323430,,,,,,,,,,0,0
74621,4526317,5,0,0,1,0,0,50,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74622,4526336,53,1,0,0,14,16,51,43981.0,56433,1,0,1,1,1,3,3,1,14,16,9001.0,6001.0,20.0,12.0,69643d33207365713d343531,,,,,,,,,,0,0
74623,4526338,5,0,0,1,0,0,51,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74624,4526504,54,1,0,0,21,14,108,43981.0,56417,1,0,0,1,1,3,3,1,21,14,6001.0,9001.0,21.0,13.0,69643d38207365713d32323337,,,,,,,,,,0,0
74625,4526506,5,0,0,1,0,0,108,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74626,4526563,54,1,0,0,14,21,52,43981.0,56433,1,0,1,1,1,3,3,1,14,21,9001.0,6001.0,21.0,13.0,69643d38207365713d32323337,,,,,,,,,,0,0
74627,4526565,5,0,0,1,0,0,52,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74628,4526629,25,0,0,0,24,255,105,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
74629,4527136,53,1,0,0,15,14,92,43981.0,56417,1,0,0,1,1,3,3,1,15,14,6001.0,9001.0,20.0,12.0,69643d32207365713d343530,,,,,,,,,,0,0
74630,4527138,5,0,0,1,0,0,92,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74631,4527172,53,1,0,0,14,15,53,43981.0,56433,1,0,1,1,1,3,3,1,14,15,9001.0,6001.0,20.0,12.0,69643d32207365713d343530,,,,,,,,,,0,0
74632,4527204,53,1,0,0,14,15,53,43981.0,56433,1,0,1,1,1,3,3,1,14,15,9001.0,6001.0,20.0,12.0,69643d32207365713d343530,,,,,,,,,,0,0
74633,4527206,5,0,0,1,0,0,53,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74634,4527237,25,0,0,0,26,255,150,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
74635,4527241,54,1,0,0,22,14,90,43981.0,56417,1,0,0,1,1,3,3,1,22,14,6001.0,9001.0,21.0,13.0,69643d39207365713d32323432,,,,,,,,,,0,0
74636,4527243,5,0,0,1,0,0,90,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74637,4527265,54,1,0,0,22,14,90,43981.0,56417,1,0,0,1,1,3,3,1,22,14,6001.0,9001.0,21.0,13.0,69643d39207365713d32323432,,,,,,,,,,0,0
74638,4527267,5,0,0,1,0,0,90,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74639,4527289,54,1,0,0,14,22,54,43981.0,56433,1,0,1,1,1,3,3,1,14,22,9001.0,6001.0,21.0,13.0,69643d39207365713d32323432,,,,,,,,,,0,0
74640,4527292,5,0,0,1,0,0,54,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74641,4527783,25,0,0,0,25,255,110,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
74642,4527795,53,1,0,0,18,14,34,43981.0,56417,1,0,0,1,1,3,3,1,18,14,6001.0,9001.0,20.0,12.0,69643d35207365713d393030,,,,,,,,,,0,0
74643,4527797,5,0,0,1,0,0,34,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74644,4527829,53,1,0,0,14,18,55,43981.0,56433,1,0,1,1,1,3,3,1,14,18,9001.0,6001.0,20.0,12.0,69643d35207365713d393030,,,,,,,,,,0,0
74645,4527831,5,0,0,1,0,0,55,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74646,4528637,25,0,0,0,24,255,106,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
74647,4528754,54,1,0,0,21,14,109,43981.0,56417,1,0,0,1,1,3,3,1,21,14,6001.0,9001.0,21.0,13.0,69643d38207365713d32323338,,,,,,,,,,0,0
74648,4528785,54,1,0,0,21,14,109,43981.0,56417,1,0,0,1,1,3,3,1,21,14,6001.0,9001.0,21.0,13.0,69643d38207365713d32323338,,,,,,,,,,0,0
74649,4528787,5,0,0,1,0,0,109,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74650,4528860,54,1,0,0,14,21,56,43981.0,56433,1,0,1,1,1,3,3,1,14,21,9001.0,6001.0,21.0,13.0,69643d38207365713d32323338,,,,,,,,,,0,0
74651,4528862,5,0,0,1,0,0,56,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74652,4528902,55,1,0,0,23,14,90,43981.0,56417,1,0,0,1,1,3,3,1,23,14,6001.0,9001.0,22.0,14.0,69643d3130207365713d32323431,,,,,,,,,,0,0
74653,4528904,5,0,0,1,0,0,90,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74654,4528925,55,1,0,0,23,14,90,43981.0,56417,1,0,0,1,1,3,3,1,23,14,6001.0,9001.0,22.0,14.0,69643d3130207365713d32323431,,,,,,,,,,0,0
74655,4528927,5,0,0,1,0,0,90,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74656,4528946,55,1,0,0,14,23,57,43981.0,56433,1,0,1,1,1,3,3,1,14,23,9001.0,6001.0,22.0,14.0,69643d3130207365713d32323431,,,,,,,,,,0,0
74657,4528948,5,0,0,1,0,0,57,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74658,4529182,25,0,0,0,26,255,151,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
74659,4529247,53,1,0,0,20,14,35,43981.0,56417,1,0,0,1,1,3,3,1,20,14,6001.0,9001.0,20.0,12.0,69643d37207365713d393034,,,,,,,,,,0,0
74660,4529249,5,0,0,1,0,0,35,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74661,4529297,53,1,0,0,14,20,58,43981.0,56433,1,0,1,1,1,3,3,1,14,20,9001.0,6001.0,20.0,12.0,69643d37207365713d393034,,,,,,,,,,0,0
74662,4529299,5,0,0,1,0,0,58,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74663,4529413,54,1,0,0,22,14,91,43981.0,56417,1,0,0,1,1,3,3,1,22,14,6001.0,9001.0,21.0,13.0,69643d39207365713d32323433,,,,,,,,,,0,0
74664,4529460,54,1,0,0,22,14,91,43981.0,56417,1,0,0,1,1,3,3,1,22,14,6001.0,9001.0,21.0,13.0,69643d39207365713d32323433,,,,,,,,,,0,0
74665,4529462,5,0,0,1,0,0,91,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74666,4529492,54,1,0,0,14,22,59,43981.0,56433,1,0,1,1,1,3,3,1,14,22,9001.0,6001.0,21.0,13.0,69643d39207365713d32323433,,,,,,,,,,0,0
74667,4529524,54,1,0,0,14,22,59,43981.0,56433,1,0,1,1,1,3,3,1,14,22,9001.0,6001.0,21.0,13.0,69643d39207365713d32323433,,,,,,,,,,0,0
74668,4529526,5,0,0,1,0,0,59,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74669,4529745,25,0,0,0,25,255,111,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
74670,4530019,54,1,0,0,21,14,110,43981.0,56417,1,0,0,1,1,3,3,1,21,14,6001.0,9001.0,21.0,13.0,69643d38207365713d32323339,,,,,,,,,,0,0
74671,4530022,5,0,0,1,0,0,110,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74672,4530071,54,1,0,0,14,21,60,43981.0,56433,1,0,1,1,1,3,3,1,14,21,9001.0,6001.0,21.0,13.0,69643d38207365713d32323339,,,,,,,,,,0,0
74673,4530073,5,0,0,1,0,0,60,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74674,4530624,54,1,0,0,22,14,92,43981.0,56417,1,0,0,1,1,3,3,1,22,14,6001.0,9001.0,21.0,13.0,69643d39207365713d32323434,,,,,,,,,,0,0
74675,4530626,5,0,0,1,0,0,92,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74676,4530637,54,1,0,0,24,14,107,43981.0,56417,1,0,0,1,1,3,3,1,24,14,6001.0,9001.0,21.0,13.0,69643d3131207365713d353832,,,,,,,,,,0,0
74677,4530639,5,0,0,1,0,0,107,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74678,4530688,54,1,0,0,14,24,62,43981.0,56433,1,0,1,1,1,3,3,1,14,24,9001.0,6001.0,21.0,13.0,69643d3131207365713d353832,,,,,,,,,,0,0
74679,4530690,5,0,0,1,0,0,62,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74680,4530694,54,1,0,0,14,22,61,43981.0,56433,1,0,1,1,1,3,3,1,14,22,9001.0,6001.0,21.0,13.0,69643d39207365713d32323434,,,,,,,,,,0,0
74681,4530727,54,1,0,0,14,22,61,43981.0,56433,1,0,1,1,1,3,3,1,14,22,9001.0,6001.0,21.0,13.0,69643d39207365713d32323434,,,,,,,,,,0,0
74682,4530774,54,1,0,0,14,22,61,43981.0,56433,1,0,1,1,1,3,3,1,14,22,9001.0,6001.0,21.0,13.0,69643d39207365713d32323434,,,,,,,,,,0,0
74683,4530791,53,1,0,0,19,14,29,43981.0,56417,1,0,0,1,1,3,3,1,19,14,6001.0,9001.0,20.0,12.0,69643d36207365713d393031,,,,,,,,,,0,0
74684,4530793,5,0,0,1,0,0,29,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74685,4530808,55,1,0,0,23,14,91,43981.0,56417,1,0,0,1,1,3,3,1,23,14,6001.0,9001.0,22.0,14.0,69643d3130207365713d32323432,,,,,,,,,,0,0
74686,4530810,5,0,0,1,0,0,91,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74687,4530854,53,1,0,0,14,19,63,43981.0,56433,1,0,1,1,1,3,3,1,14,19,9001.0,6001.0,20.0,12.0,69643d36207365713d393031,,,,,,,,,,0,0
74688,4530868,54,1,0,0,14,22,61,43981.0,56433,1,0,1,1,1,3,3,1,14,22,9001.0,6001.0,21.0,13.0,69643d39207365713d32323434,,,,,,,,,,0,0
74689,4530870,5,0,0,1,0,0,61,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74690,4530876,53,1,0,0,14,19,63,43981.0,56433,1,0,1,1,1,3,3,1,14,19,9001.0,6001.0,20.0,12.0,69643d36207365713d393031,,,,,,,,,,0,0
74691,4530880,53,1,0,0,14,19,63,43981.0,56433,1,0,1,1,1,3,3,1,14,19,9001.0,6001.0,20.0,12.0,69643d36207365713d393031,,,,,,,,,,0,0
74692,4530883,5,0,0,1,0,0,63,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74693,4531190,54,1,0,0,26,14,152,43981.0,56417,1,0,0,1,1,3,3,1,26,14,6001.0,9001.0,21.0,13.0,69643d3133207365713d353835,,,,,,,,,,0,0
74694,4531192,5,0,0,1,0,0,152,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74695,4531238,54,1,0,0,21,14,111,43981.0,56417,1,0,0,1,1,3,3,1,21,14,6001.0,9001.0,21.0,13.0,69643d38207365713d32323430,,,,,,,,,,0,0
74696,4531243,54,1,0,0,14,26,65,43981.0,56433,1,0,1,1,1,3,3,1,14,26,9001.0,6001.0,21.0,13.0,69643d3133207365713d353835,,,,,,,,,,0,0
74697,4531245,5,0,0,1,0,0,65,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74698,4531246,54,1,0,0,21,14,111,43981.0,56417,1,0,0,1,1,3,3,1,21,14,6001.0,9001.0,21.0,13.0,69643d38207365713d32323430,,,,,,,,,,0,0
74699,4531248,5,0,0,1,0,0,111,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74700,4531313,54,1,0,0,14,21,66,43981.0,56433,1,0,1,1,1,3,3,1,14,21,9001.0,6001.0,21.0,13.0,69643d38207365713d32323430,,,,,,,,,,0,0
74701,4531344,54,1,0,0,14,21,66,43981.0,56433,1,0,1,1,1,3,3,1,14,21,9001.0,6001.0,21.0,13.0,69643d38207365713d32323430,,,,,,,,,,0,0
74702,4531383,54,1,0,0,14,21,66,43981.0,56433,1,0,1,1,1,3,3,1,14,21,9001.0,6001.0,21.0,13.0,69643d38207365713d32323430,,,,,,,,,,0,0
74703,4531399,54,1,0,0,14,21,66,43981.0,56433,1,0,1,1,1,3,3,1,14,21,9001.0,6001.0,21.0,13.0,69643d38207365713d32323430,,,,,,,,,,0,0
74704,4531401,5,0,0,1,0,0,66,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74705,4531685,54,1,0,0,24,14,108,43981.0,56417,1,0,0,1,1,3,3,1,24,14,6001.0,9001.0,21.0,13.0,69643d3131207365713d353833,,,,,,,,,,0,0
74706,4531687,5,0,0,1,0,0,108,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74707,4531727,54,1,0,0,14,24,67,43981.0,56433,1,0,1,1,1,3,3,1,14,24,9001.0,6001.0,21.0,13.0,69643d3131207365713d353833,,,,,,,,,,0,0
74708,4531729,5,0,0,1,0,0,67,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74709,4531783,54,1,0,0,25,14,112,43981.0,56417,1,0,0,1,1,3,3,1,25,14,6001.0,9001.0,21.0,13.0,69643d3132207365713d353839,,,,,,,,,,0,0
74710,4531785,5,0,0,1,0,0,112,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74711,4531815,54,1,0,0,14,25,68,43981.0,56433,1,0,1,1,1,3,3,1,14,25,9001.0,6001.0,21.0,13.0,69643d3132207365713d353839,,,,,,,,,,0,0
74712,4531817,5,0,0,1,0,0,68,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74713,4532373,54,1,0,0,21,14,112,43981.0,56417,1,0,0,1,1,3,3,1,21,14,6001.0,9001.0,21.0,13.0,69643d38207365713d32323431,,,,,,,,,,0,0
74714,4532376,5,0,0,1,0,0,112,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74715,4532407,54,1,0,0,14,21,69,43981.0,56433,1,0,1,1,1,3,3,1,14,21,9001.0,6001.0,21.0,13.0,69643d38207365713d32323431,,,,,,,,,,0,0
74716,4532409,5,0,0,1,0,0,69,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74717,4532446,54,1,0,0,14,21,69,43981.0,56433,1,0,1,1,1,3,3,1,14,21,9001.0,6001.0,21.0,13.0,69643d38207365713d32323431,,,,,,,,,,0,0
74718,4532448,5,0,0,1,0,0,69,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74719,4532469,54,1,0,0,14,21,69,43981.0,56433,1,0,1,1,1,3,3,1,14,21,9001.0,6001.0,21.0,13.0,69643d38207365713d32323431,,,,,,,,,,0,0
74720,4532471,5,0,0,1,0,0,69,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
74721,4532592,53,1,0,0,18,14,35,43981.0,56417,1,0,0,1,1,3,3,1,18,14,6001.0,9001.0,20.0,12.0,69643d35207365713d393031,,,,,,,,,,0,0
74722,4532594,5,0,0,1,0,0,35,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
