frame_number,timestamp_ms,frame_len,is_udp,is_rpl,is_ack,mac_src,mac_dst,mac_seq_number,mac_pan_id,mac_fcf,mac_frame_type,mac_security,mac_pending,mac_ack_req,mac_pan_id_comp,mac_dst_mode,mac_src_mode,mac_version,ip_src,ip_dst,udp_src_port,udp_dst_port,udp_len,payload_size,payload_hex,rpl_type,rpl_code,rpl_rank,rpl_version,rpl_instance_id,rpl_mop,rpl_dtsn,rpl_flags,rpl_dao_sequence,rpl_dodagid,label
7844,485698,5,0,0,1,0,0,119,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7845,485727,53,1,0,0,14,22,119,43981.0,56417,1,0,0,1,1,3,3,1,14,22,9001.0,6001.0,20.0,12.0,69643d39207365713d323334,,,,,,,,,,0,0
7846,485729,5,0,0,1,0,0,119,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7847,485774,53,1,0,0,14,22,119,43981.0,56417,1,0,0,1,1,3,3,1,14,22,9001.0,6001.0,20.0,12.0,69643d39207365713d323334,,,,,,,,,,0,0
7848,485776,5,0,0,1,0,0,119,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7849,485777,53,1,0,0,21,14,61,43981.0,56417,1,0,0,1,1,3,3,1,21,14,6001.0,9001.0,20.0,12.0,69643d38207365713d323334,,,,,,,,,,0,0
7850,485779,5,0,0,1,0,0,61,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7851,485813,53,1,0,0,14,22,119,43981.0,56417,1,0,0,1,1,3,3,1,14,22,9001.0,6001.0,20.0,12.0,69643d39207365713d323334,,,,,,,,,,0,0
7852,485815,5,0,0,1,0,0,119,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7853,485844,53,1,0,0,14,21,120,43981.0,56417,1,0,0,1,1,3,3,1,14,21,9001.0,6001.0,20.0,12.0,69643d38207365713d323334,,,,,,,,,,0,0
7854,485846,5,0,0,1,0,0,120,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7855,485872,102,0,1,0,20,17,168,43981.0,56417,1,0,0,1,1,3,3,1,20,17,,,,,,155.0,1.0,346.0,240.0,30.0,16.0,243.0,0.0,,0,0
7856,485876,5,0,0,1,0,0,168,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7857,486324,54,1,0,0,23,14,46,43981.0,56417,1,0,0,1,1,3,3,1,23,14,6001.0,9001.0,21.0,13.0,69643d3130207365713d323236,,,,,,,,,,0,0
7858,486326,5,0,0,1,0,0,46,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7859,486363,54,1,0,0,23,14,46,43981.0,56417,1,0,0,1,1,3,3,1,23,14,6001.0,9001.0,21.0,13.0,69643d3130207365713d323236,,,,,,,,,,0,0
7860,486378,54,1,0,0,23,14,46,43981.0,56417,1,0,0,1,1,3,3,1,23,14,6001.0,9001.0,21.0,13.0,69643d3130207365713d323236,,,,,,,,,,0,0
7861,486380,5,0,0,1,0,0,46,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7862,486399,54,1,0,0,14,23,121,43981.0,56417,1,0,0,1,1,3,3,1,14,23,9001.0,6001.0,21.0,13.0,69643d3130207365713d323236,,,,,,,,,,0,0
7863,486430,54,1,0,0,14,23,121,43981.0,56417,1,0,0,1,1,3,3,1,14,23,9001.0,6001.0,21.0,13.0,69643d3130207365713d323236,,,,,,,,,,0,0
7864,486432,5,0,0,1,0,0,121,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7865,486513,52,1,0,0,20,14,169,43981.0,56417,1,0,0,1,1,3,3,1,20,14,6001.0,9001.0,19.0,11.0,69643d37207365713d3932,,,,,,,,,,0,0
7866,486515,5,0,0,1,0,0,169,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7867,486544,52,1,0,0,14,20,122,43981.0,56417,1,0,0,1,1,3,3,1,14,20,9001.0,6001.0,19.0,11.0,69643d37207365713d3932,,,,,,,,,,0,0
7868,486546,5,0,0,1,0,0,122,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7869,486645,25,0,0,0,24,255,54,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
7870,486863,52,1,0,0,15,14,124,43981.0,56417,1,0,0,1,1,3,3,1,15,14,6001.0,9001.0,19.0,11.0,69643d32207365713d3437,,,,,,,,,,0,0
7871,486865,5,0,0,1,0,0,124,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7872,486894,52,1,0,0,14,15,123,43981.0,56417,1,0,0,1,1,3,3,1,14,15,9001.0,6001.0,19.0,11.0,69643d32207365713d3437,,,,,,,,,,0,0
7873,486896,5,0,0,1,0,0,123,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7874,486939,25,0,0,0,25,255,55,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
7875,487096,25,0,0,0,26,255,137,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
7876,487160,53,1,0,0,21,14,62,43981.0,56417,1,0,0,1,1,3,3,1,21,14,6001.0,9001.0,20.0,12.0,69643d38207365713d323335,,,,,,,,,,0,0
7877,487162,5,0,0,1,0,0,62,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7878,487211,53,1,0,0,14,21,124,43981.0,56417,1,0,0,1,1,3,3,1,14,21,9001.0,6001.0,20.0,12.0,69643d38207365713d323335,,,,,,,,,,0,0
7879,487213,5,0,0,1,0,0,124,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7880,487299,52,1,0,0,19,14,169,43981.0,56417,1,0,0,1,1,3,3,1,19,14,6001.0,9001.0,19.0,11.0,69643d36207365713d3933,,,,,,,,,,0,0
7881,487301,5,0,0,1,0,0,169,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7882,487375,52,1,0,0,14,19,125,43981.0,56417,1,0,0,1,1,3,3,1,14,19,9001.0,6001.0,19.0,11.0,69643d36207365713d3933,,,,,,,,,,0,0
7883,487377,5,0,0,1,0,0,125,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7884,487404,52,1,0,0,17,14,125,43981.0,56417,1,0,0,1,1,3,3,1,17,14,6001.0,9001.0,19.0,11.0,69643d34207365713d3437,,,,,,,,,,0,0
7885,487407,5,0,0,1,0,0,125,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7886,487446,52,1,0,0,14,17,126,43981.0,56417,1,0,0,1,1,3,3,1,14,17,9001.0,6001.0,19.0,11.0,69643d34207365713d3437,,,,,,,,,,0,0
7887,487448,5,0,0,1,0,0,126,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7888,487659,54,1,0,0,23,14,47,43981.0,56417,1,0,0,1,1,3,3,1,23,14,6001.0,9001.0,21.0,13.0,69643d3130207365713d323237,,,,,,,,,,0,0
7889,487662,5,0,0,1,0,0,47,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7890,487727,54,1,0,0,14,23,127,43981.0,56417,1,0,0,1,1,3,3,1,14,23,9001.0,6001.0,21.0,13.0,69643d3130207365713d323237,,,,,,,,,,0,0
7891,487729,5,0,0,1,0,0,127,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7892,487760,52,1,0,0,16,14,124,43981.0,56417,1,0,0,1,1,3,3,1,16,14,6001.0,9001.0,19.0,11.0,69643d33207365713d3437,,,,,,,,,,0,0
7893,487762,5,0,0,1,0,0,124,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7894,487836,52,1,0,0,14,16,128,43981.0,56417,1,0,0,1,1,3,3,1,14,16,9001.0,6001.0,19.0,11.0,69643d33207365713d3437,,,,,,,,,,0,0
7895,487838,5,0,0,1,0,0,128,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7896,488054,53,1,0,0,22,14,56,43981.0,56417,1,0,0,1,1,3,3,1,22,14,6001.0,9001.0,20.0,12.0,69643d39207365713d323335,,,,,,,,,,0,0
7897,488069,53,1,0,0,22,14,56,43981.0,56417,1,0,0,1,1,3,3,1,22,14,6001.0,9001.0,20.0,12.0,69643d39207365713d323335,,,,,,,,,,0,0
7898,488071,5,0,0,1,0,0,56,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7899,488125,53,1,0,0,14,22,129,43981.0,56417,1,0,0,1,1,3,3,1,14,22,9001.0,6001.0,20.0,12.0,69643d39207365713d323335,,,,,,,,,,0,0
7900,488127,5,0,0,1,0,0,129,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7901,488149,53,1,0,0,14,22,129,43981.0,56417,1,0,0,1,1,3,3,1,14,22,9001.0,6001.0,20.0,12.0,69643d39207365713d323335,,,,,,,,,,0,0
7902,488151,5,0,0,1,0,0,129,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7903,488623,53,1,0,0,21,14,63,43981.0,56417,1,0,0,1,1,3,3,1,21,14,6001.0,9001.0,20.0,12.0,69643d38207365713d323336,,,,,,,,,,0,0
7904,488625,5,0,0,1,0,0,63,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7905,488645,25,0,0,0,24,255,55,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
7906,488664,53,1,0,0,14,21,130,43981.0,56417,1,0,0,1,1,3,3,1,14,21,9001.0,6001.0,20.0,12.0,69643d38207365713d323336,,,,,,,,,,0,0
7907,488667,5,0,0,1,0,0,130,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7908,488955,25,0,0,0,25,255,56,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
7909,489011,54,1,0,0,23,14,48,43981.0,56417,1,0,0,1,1,3,3,1,23,14,6001.0,9001.0,21.0,13.0,69643d3130207365713d323238,,,,,,,,,,0,0
7910,489013,5,0,0,1,0,0,48,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7911,489042,54,1,0,0,23,14,48,43981.0,56417,1,0,0,1,1,3,3,1,23,14,6001.0,9001.0,21.0,13.0,69643d3130207365713d323238,,,,,,,,,,0,0
7912,489058,54,1,0,0,23,14,48,43981.0,56417,1,0,0,1,1,3,3,1,23,14,6001.0,9001.0,21.0,13.0,69643d3130207365713d323238,,,,,,,,,,0,0
7913,489060,5,0,0,1,0,0,48,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7914,489071,54,1,0,0,14,23,131,43981.0,56417,1,0,0,1,1,3,3,1,14,23,9001.0,6001.0,21.0,13.0,69643d3130207365713d323238,,,,,,,,,,0,0
7915,489073,5,0,0,1,0,0,131,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7916,489112,25,0,0,0,26,255,138,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
7917,489615,52,1,0,0,18,14,172,43981.0,56417,1,0,0,1,1,3,3,1,18,14,6001.0,9001.0,19.0,11.0,69643d35207365713d3933,,,,,,,,,,0,0
7918,489617,5,0,0,1,0,0,172,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7919,489649,52,1,0,0,14,18,132,43981.0,56417,1,0,0,1,1,3,3,1,14,18,9001.0,6001.0,19.0,11.0,69643d35207365713d3933,,,,,,,,,,0,0
7920,489651,5,0,0,1,0,0,132,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7921,490605,54,1,0,0,23,14,49,43981.0,56417,1,0,0,1,1,3,3,1,23,14,6001.0,9001.0,21.0,13.0,69643d3130207365713d323239,,,,,,,,,,0,0
7922,490607,5,0,0,1,0,0,49,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7923,490621,25,0,0,0,24,255,56,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
7924,490672,54,1,0,0,14,23,133,43981.0,56417,1,0,0,1,1,3,3,1,14,23,9001.0,6001.0,21.0,13.0,69643d3130207365713d323239,,,,,,,,,,0,0
7925,490719,54,1,0,0,14,23,133,43981.0,56417,1,0,0,1,1,3,3,1,14,23,9001.0,6001.0,21.0,13.0,69643d3130207365713d323239,,,,,,,,,,0,0
7926,490721,5,0,0,1,0,0,133,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7927,490757,53,1,0,0,22,14,57,43981.0,56417,1,0,0,1,1,3,3,1,22,14,6001.0,9001.0,20.0,12.0,69643d39207365713d323336,,,,,,,,,,0,0
7928,490759,5,0,0,1,0,0,57,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7929,490821,53,1,0,0,14,22,134,43981.0,56417,1,0,0,1,1,3,3,1,14,22,9001.0,6001.0,20.0,12.0,69643d39207365713d323336,,,,,,,,,,0,0
7930,490823,5,0,0,1,0,0,134,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7931,490924,25,0,0,0,25,255,57,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
7932,491043,53,1,0,0,21,14,64,43981.0,56417,1,0,0,1,1,3,3,1,21,14,6001.0,9001.0,20.0,12.0,69643d38207365713d323337,,,,,,,,,,0,0
7933,491045,5,0,0,1,0,0,64,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7934,491079,53,1,0,0,14,21,135,43981.0,56417,1,0,0,1,1,3,3,1,14,21,9001.0,6001.0,20.0,12.0,69643d38207365713d323337,,,,,,,,,,0,0
7935,491081,5,0,0,1,0,0,135,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7936,491104,25,0,0,0,26,255,139,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
7937,491122,52,1,0,0,20,14,170,43981.0,56417,1,0,0,1,1,3,3,1,20,14,6001.0,9001.0,19.0,11.0,69643d37207365713d3933,,,,,,,,,,0,0
7938,491124,5,0,0,1,0,0,170,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7939,491157,52,1,0,0,14,20,136,43981.0,56417,1,0,0,1,1,3,3,1,14,20,9001.0,6001.0,19.0,11.0,69643d37207365713d3933,,,,,,,,,,0,0
7940,491159,5,0,0,1,0,0,136,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7941,491172,52,1,0,0,14,20,136,43981.0,56417,1,0,0,1,1,3,3,1,14,20,9001.0,6001.0,19.0,11.0,69643d37207365713d3933,,,,,,,,,,0,0
7942,491174,5,0,0,1,0,0,136,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7943,491294,102,0,1,0,24,18,57,43981.0,56433,1,0,1,1,1,3,3,1,24,18,,,,,,155.0,1.0,266.0,240.0,30.0,16.0,243.0,0.0,,0,0
7944,491298,5,0,0,1,0,0,57,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7945,492230,53,1,0,0,21,14,65,43981.0,56417,1,0,0,1,1,3,3,1,21,14,6001.0,9001.0,20.0,12.0,69643d38207365713d323338,,,,,,,,,,0,0
7946,492233,5,0,0,1,0,0,65,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7947,492282,53,1,0,0,14,21,137,43981.0,56417,1,0,0,1,1,3,3,1,14,21,9001.0,6001.0,20.0,12.0,69643d38207365713d323338,,,,,,,,,,0,0
7948,492284,5,0,0,1,0,0,137,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7949,492289,53,1,0,0,14,21,137,43981.0,56417,1,0,0,1,1,3,3,1,14,21,9001.0,6001.0,20.0,12.0,69643d38207365713d323338,,,,,,,,,,0,0
7950,492292,5,0,0,1,0,0,137,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7951,492336,53,1,0,0,14,21,137,43981.0,56417,1,0,0,1,1,3,3,1,14,21,9001.0,6001.0,20.0,12.0,69643d38207365713d323338,,,,,,,,,,0,0
7952,492341,53,1,0,0,14,21,137,43981.0,56417,1,0,0,1,1,3,3,1,14,21,9001.0,6001.0,20.0,12.0,69643d38207365713d323338,,,,,,,,,,0,0
7953,492343,5,0,0,1,0,0,137,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7954,492432,52,1,0,0,19,14,170,43981.0,56417,1,0,0,1,1,3,3,1,19,14,6001.0,9001.0,19.0,11.0,69643d36207365713d3934,,,,,,,,,,0,0
7955,492434,5,0,0,1,0,0,170,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7956,492441,54,1,0,0,23,14,50,43981.0,56417,1,0,0,1,1,3,3,1,23,14,6001.0,9001.0,21.0,13.0,69643d3130207365713d323330,,,,,,,,,,0,0
7957,492472,54,1,0,0,23,14,50,43981.0,56417,1,0,0,1,1,3,3,1,23,14,6001.0,9001.0,21.0,13.0,69643d3130207365713d323330,,,,,,,,,,0,0
7958,492474,5,0,0,1,0,0,50,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7959,492503,52,1,0,0,14,19,138,43981.0,56417,1,0,0,1,1,3,3,1,14,19,9001.0,6001.0,19.0,11.0,69643d36207365713d3934,,,,,,,,,,0,0
7960,492505,5,0,0,1,0,0,138,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7961,492547,54,1,0,0,14,23,139,43981.0,56417,1,0,0,1,1,3,3,1,14,23,9001.0,6001.0,21.0,13.0,69643d3130207365713d323330,,,,,,,,,,0,0
7962,492552,54,1,0,0,14,23,139,43981.0,56417,1,0,0,1,1,3,3,1,14,23,9001.0,6001.0,21.0,13.0,69643d3130207365713d323330,,,,,,,,,,0,0
7963,492554,5,0,0,1,0,0,139,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7964,492593,53,1,0,0,22,14,58,43981.0,56417,1,0,0,1,1,3,3,1,22,14,6001.0,9001.0,20.0,12.0,69643d39207365713d323337,,,,,,,,,,0,0
7965,492595,5,0,0,1,0,0,58,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7966,492633,53,1,0,0,14,22,140,43981.0,56417,1,0,0,1,1,3,3,1,14,22,9001.0,6001.0,20.0,12.0,69643d39207365713d323337,,,,,,,,,,0,0
7967,492635,5,0,0,1,0,0,140,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7968,492637,25,0,0,0,24,255,58,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
7969,492649,53,1,0,0,14,22,140,43981.0,56417,1,0,0,1,1,3,3,1,14,22,9001.0,6001.0,20.0,12.0,69643d39207365713d323337,,,,,,,,,,0,0
7970,492651,5,0,0,1,0,0,140,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7971,492947,25,0,0,0,25,255,58,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
7972,493104,25,0,0,0,26,255,140,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
7973,493457,97,0,1,0,21,255,66,43981.0,55361,1,0,0,0,1,2,3,1,21,255,,,,,,155.0,1.0,301.0,240.0,30.0,16.0,243.0,0.0,,0,0
7974,493897,102,0,1,0,17,19,126,43981.0,56417,1,0,0,1,1,3,3,1,17,19,,,,,,155.0,1.0,296.0,240.0,30.0,16.0,243.0,0.0,,0,0
7975,493901,5,0,0,1,0,0,126,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7976,494230,54,1,0,0,23,14,51,43981.0,56417,1,0,0,1,1,3,3,1,23,14,6001.0,9001.0,21.0,13.0,69643d3130207365713d323331,,,,,,,,,,0,0
7977,494232,5,0,0,1,0,0,51,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7978,494260,54,1,0,0,14,23,141,43981.0,56417,1,0,0,1,1,3,3,1,14,23,9001.0,6001.0,21.0,13.0,69643d3130207365713d323331,,,,,,,,,,0,0
7979,494262,5,0,0,1,0,0,141,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7980,494370,54,1,0,0,23,14,51,43981.0,56417,1,0,0,1,1,3,3,1,23,14,6001.0,9001.0,21.0,13.0,69643d3130207365713d323331,,,,,,,,,,0,0
7981,494373,5,0,0,1,0,0,51,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7982,494382,53,1,0,0,22,14,59,43981.0,56417,1,0,0,1,1,3,3,1,22,14,6001.0,9001.0,20.0,12.0,69643d39207365713d323338,,,,,,,,,,0,0
7983,494384,5,0,0,1,0,0,59,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7984,494430,53,1,0,0,14,22,142,43981.0,56417,1,0,0,1,1,3,3,1,14,22,9001.0,6001.0,20.0,12.0,69643d39207365713d323338,,,,,,,,,,0,0
7985,494432,5,0,0,1,0,0,142,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7986,494645,25,0,0,0,24,255,59,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
7987,494932,25,0,0,0,25,255,59,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
7988,495082,53,1,0,0,21,14,67,43981.0,56417,1,0,0,1,1,3,3,1,21,14,6001.0,9001.0,20.0,12.0,69643d38207365713d323339,,,,,,,,,,0,0
7989,495084,5,0,0,1,0,0,67,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7990,495120,25,0,0,0,26,255,141,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
7991,495149,53,1,0,0,14,21,143,43981.0,56417,1,0,0,1,1,3,3,1,14,21,9001.0,6001.0,20.0,12.0,69643d38207365713d323339,,,,,,,,,,0,0
7992,495151,5,0,0,1,0,0,143,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7993,495316,97,0,1,0,15,255,125,43981.0,55361,1,0,0,0,1,2,3,1,15,255,,,,,,155.0,1.0,259.0,240.0,30.0,16.0,243.0,0.0,,0,0
7994,495349,52,1,0,0,18,14,173,43981.0,56417,1,0,0,1,1,3,3,1,18,14,6001.0,9001.0,19.0,11.0,69643d35207365713d3934,,,,,,,,,,0,0
7995,495351,5,0,0,1,0,0,173,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7996,495355,52,1,0,0,18,14,173,43981.0,56417,1,0,0,1,1,3,3,1,18,14,6001.0,9001.0,19.0,11.0,69643d35207365713d3934,,,,,,,,,,0,0
7997,495357,5,0,0,1,0,0,173,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
7998,495407,52,1,0,0,14,18,144,43981.0,56417,1,0,0,1,1,3,3,1,14,18,9001.0,6001.0,19.0,11.0,69643d35207365713d3934,,,,,,,,,,0,0
7999,495409,5,0,0,1,0,0,144,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
8000,495959,97,0,1,0,25,255,60,43981.0,55377,1,0,1,0,1,2,3,1,25,255,,,,,,155.0,1.0,259.0,240.0,30.0,16.0,243.0,0.0,,0,0
8001,496069,53,1,0,0,22,14,60,43981.0,56417,1,0,0,1,1,3,3,1,22,14,6001.0,9001.0,20.0,12.0,69643d39207365713d323339,,,,,,,,,,0,0
8002,496071,5,0,0,1,0,0,60,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
8003,496128,54,1,0,0,23,14,52,43981.0,56417,1,0,0,1,1,3,3,1,23,14,6001.0,9001.0,21.0,13.0,69643d3130207365713d323332,,,,,,,,,,0,0
8004,496130,5,0,0,1,0,0,52,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
8005,496134,54,1,0,0,23,14,52,43981.0,56417,1,0,0,1,1,3,3,1,23,14,6001.0,9001.0,21.0,13.0,69643d3130207365713d323332,,,,,,,,,,0,0
8006,496136,5,0,0,1,0,0,52,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
8007,496188,54,1,0,0,14,23,146,43981.0,56417,1,0,0,1,1,3,3,1,14,23,9001.0,6001.0,21.0,13.0,69643d3130207365713d323332,,,,,,,,,,0,0
8008,496227,53,1,0,0,14,22,145,43981.0,56417,1,0,0,1,1,3,3,1,14,22,9001.0,6001.0,20.0,12.0,69643d39207365713d323339,,,,,,,,,,0,0
8009,496229,5,0,0,1,0,0,145,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
8010,496235,54,1,0,0,14,23,146,43981.0,56417,1,0,0,1,1,3,3,1,14,23,9001.0,6001.0,21.0,13.0,69643d3130207365713d323332,,,,,,,,,,0,0
8011,496240,54,1,0,0,14,23,146,43981.0,56417,1,0,0,1,1,3,3,1,14,23,9001.0,6001.0,21.0,13.0,69643d3130207365713d323332,,,,,,,,,,0,0
8012,496242,5,0,0,1,0,0,146,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
8013,496324,52,1,0,0,15,14,126,43981.0,56417,1,0,0,1,1,3,3,1,15,14,6001.0,9001.0,19.0,11.0,69643d32207365713d3438,,,,,,,,,,0,0
8014,496326,5,0,0,1,0,0,126,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
8015,496360,52,1,0,0,14,15,147,43981.0,56417,1,0,0,1,1,3,3,1,14,15,9001.0,6001.0,19.0,11.0,69643d32207365713d3438,,,,,,,,,,0,0
8016,496362,5,0,0,1,0,0,147,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
8017,496559,52,1,0,0,20,14,171,43981.0,56417,1,0,0,1,1,3,3,1,20,14,6001.0,9001.0,19.0,11.0,69643d37207365713d3934,,,,,,,,,,0,0
8018,496562,5,0,0,1,0,0,171,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
8019,496594,52,1,0,0,14,20,148,43981.0,56417,1,0,0,1,1,3,3,1,14,20,9001.0,6001.0,19.0,11.0,69643d37207365713d3934,,,,,,,,,,0,0
8020,496596,5,0,0,1,0,0,148,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
8021,496645,25,0,0,0,24,255,60,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
8022,496761,102,0,1,0,15,24,127,43981.0,56417,1,0,0,1,1,3,3,1,15,24,,,,,,155.0,1.0,258.0,240.0,30.0,16.0,243.0,0.0,,0,0
8023,496765,5,0,0,1,0,0,127,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
8024,496889,52,1,0,0,17,14,127,43981.0,56417,1,0,0,1,1,3,3,1,17,14,6001.0,9001.0,19.0,11.0,69643d34207365713d3438,,,,,,,,,,0,0
